"Benchmark","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"blackscholes","XY","Random","0.25","0.5","0.05","XY+Random","1000","0.089400607","0.003625","86.75431034482759","0.003625","86.75431034482759"
"blackscholes","OddEven","BufferLevel","0.25","0.5","0.05","OddEven+BufferLevel","1000","0.121258401","0.00365625","108.95299145299145","0.00365625","108.95299145299145"
"blackscholes","OddEven","ACO","0.25","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.133384783","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.109450515","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.137856998","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.142286892","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.184614612","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.138228317","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.144044538","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.240872028","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.180318057","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.139834829","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.165972479","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.142270783","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.210974928","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.134622412","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.169727754","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.164557555","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.138549174","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.153641607","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.15521243","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"blackscholes","OddEven","ACO","0.25","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","0.163019734","0.0041875","131.41044776119404","0.0036875","144.26271186440678"
"bodytrack","XY","Random","0.25","0.5","0.05","XY+Random","1000","0.105394893","0.00359375","76.72608695652174","0.00359375","76.72608695652174"
"bodytrack","OddEven","BufferLevel","0.25","0.5","0.05","OddEven+BufferLevel","1000","0.09546079","0.003515625","66.18666666666667","0.003515625","66.18666666666667"
"bodytrack","OddEven","ACO","0.25","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.228699199","0.00421875","125.11851851851851","0.00371875","136.99159663865547"
"bodytrack","OddEven","ACO","0.25","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.166448968","0.00421875","125.11851851851851","0.00371875","136.99159663865547"
"bodytrack","OddEven","ACO","0.25","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.207772645","0.00421875","125.11851851851851","0.00371875","136.99159663865547"
"bodytrack","OddEven","ACO","0.25","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.135730772","0.004234375","125.47232472324723","0.003734375","137.4560669456067"
"bodytrack","OddEven","ACO","0.25","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.156637925","0.00421875","125.11851851851851","0.00371875","136.99159663865547"
"bodytrack","OddEven","ACO","0.25","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.155446625","0.00421875","125.11851851851851","0.00371875","136.99159663865547"
"bodytrack","OddEven","ACO","0.25","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.167681184","0.00421875","125.11851851851851","0.00371875","136.99159663865547"
"bodytrack","OddEven","ACO","0.25","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.245826519","0.004234375","125.47232472324723","0.003734375","137.4560669456067"
"bodytrack","OddEven","ACO","0.25","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.136355899","0.00421875","125.11851851851851","0.00371875","136.99159663865547"
"bodytrack","OddEven","ACO","0.25","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.237085645","0.00421875","125.11851851851851","0.00371875","136.99159663865547"
