"Benchmark","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"Uniform","XY","Random","0.075","0.5","0.05","XY+Random","1000","1.168399702","0.071453125","42.743275748961295","0.071453125","42.743275748961295"
"Uniform","OddEven","BufferLevel","0.075","0.5","0.05","OddEven+BufferLevel","1000","1.5470030110000001","0.071671875","44.960758665794636","0.071671875","44.960758665794636"
"Uniform","OddEven","ACO","0.075","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","1.5424992720000001","0.071671875","45.97231305864399","0.071328125","46.02146768893757"
"Uniform","OddEven","ACO","0.075","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","1.063617338","0.0715","46.1798513986014","0.07115625","46.21497584541063"
"Uniform","OddEven","ACO","0.075","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","1.203075399","0.0715625","46.3674672489083","0.07121875","46.39666520403686"
"Uniform","OddEven","ACO","0.075","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","1.3690357610000001","0.071609375","45.4492690377482","0.071265625","45.482131111598335"
"Uniform","OddEven","ACO","0.075","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","1.140920515","0.0716875","46.039014821272886","0.07134375","46.06022777047744"
"Uniform","OddEven","ACO","0.075","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","1.126474871","0.071484375","46.6048087431694","0.071140625","46.64660663298924"
"Uniform","OddEven","ACO","0.075","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","1.438705132","0.071453125","45.89591078066915","0.071109375","45.941551307404964"
"Uniform","OddEven","ACO","0.075","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","1.364342239","0.071578125","46.382667539838465","0.071234375","46.415661329238866"
"Uniform","OddEven","ACO","0.075","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","1.143155322","0.07146875","45.62920857017927","0.071125","45.66959578207381"
"Uniform","OddEven","ACO","0.075","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","1.276837679","0.0715625","46.29519650655022","0.07121875","46.33369899078543"
"Uniform","OddEven","ACO","0.075","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","1.050094666","0.0715625","46.6938864628821","0.07121875","46.73058358929355"
"Uniform","OddEven","ACO","0.075","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","1.350195463","0.071640625","45.78669574700109","0.071296875","45.82511505588429"
"Uniform","OddEven","ACO","0.075","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","1.2295614129999999","0.0715625","45.91855895196507","0.07121875","45.96072838964458"
"Uniform","OddEven","ACO","0.075","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","1.259766648","0.071671875","46.569217353390016","0.071328125","46.61423877327492"
"Uniform","OddEven","ACO","0.075","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","1.181467683","0.07165625","45.71979938944614","0.0713125","45.75109553023663"
"Uniform","OddEven","ACO","0.075","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","1.3476996479999999","0.071609375","46.41283002400174","0.071265625","46.458671344003506"
"Uniform","OddEven","ACO","0.075","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","1.198277441","0.071546875","45.978597947150035","0.071203125","46.014702655255654"
"Uniform","OddEven","ACO","0.075","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","1.186323786","0.0716875","46.020270270270274","0.07134375","46.05300043802015"
"Uniform","OddEven","ACO","0.075","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","1.276220374","0.07159375","46.77520733304234","0.07125","46.824122807017545"
"Uniform","OddEven","ACO","0.075","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","1.177756634","0.07175","46.31663763066202","0.07140625","46.3601750547046"
