"Benchmark","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"Uniform","XY","Random","0.12","0.5","0.05","XY+Random","1000","2.60843715","0.106890625","79.60020464844321","0.106890625","79.60020464844321"
"Uniform","OddEven","BufferLevel","0.12","0.5","0.05","OddEven+BufferLevel","1000","3.23457602","0.091625","102.69764665757162","0.091625","102.69764665757162"
"Uniform","OddEven","ACO","0.12","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","3.871503706","0.092078125","113.38045138299678","0.091734375","113.35786067109521"
"Uniform","OddEven","ACO","0.12","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","3.758531782","0.0930625","108.31615177971793","0.09271875","108.25851027974385"
"Uniform","OddEven","ACO","0.12","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","3.301546435","0.094","108.2950465425532","0.093671875","108.27639699749791"
"Uniform","OddEven","ACO","0.12","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","3.362351869","0.092984375","109.37943202823055","0.092625","109.31680161943319"
"Uniform","OddEven","ACO","0.12","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","3.223846894","0.090109375","106.95196809432981","0.08978125","106.86895231465367"
"Uniform","OddEven","ACO","0.12","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","3.09390811","0.09128125","110.13916466963369","0.090921875","110.03247980752707"
"Uniform","OddEven","ACO","0.12","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","3.223001921","0.094984375","107.31929593683172","0.094640625","107.24087832260194"
"Uniform","OddEven","ACO","0.12","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","3.281285746","0.094765625","106.94097279472382","0.09440625","106.84905660377359"
"Uniform","OddEven","ACO","0.12","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","3.131927318","0.09153125","107.47149197678388","0.0911875","107.35092529129541"
"Uniform","OddEven","ACO","0.12","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","3.303062606","0.09221875","108.40884445950525","0.091875","108.32040816326531"
"Uniform","OddEven","ACO","0.12","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","3.134844386","0.093109375","108.1436482631314","0.09275","108.03874663072776"
"Uniform","OddEven","ACO","0.12","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","3.089579824","0.093578125","109.7750876607113","0.093234375","109.70990447461035"
"Uniform","OddEven","ACO","0.12","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","3.117199801","0.094109375","105.96496762410759","0.093765625","105.91468088651891"
"Uniform","OddEven","ACO","0.12","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","3.295069802","0.0939375","108.13273453093812","0.09359375","108.02487479131887"
"Uniform","OddEven","ACO","0.12","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","2.84633861","0.093578125","107.02421105359826","0.093234375","106.92693145634323"
"Uniform","OddEven","ACO","0.12","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","3.181957581","0.092546875","112.10872868478812","0.092234375","112.0291377265797"
"Uniform","OddEven","ACO","0.12","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","2.743897799","0.09365625","105.93927260593927","0.0933125","105.88161419959812"
"Uniform","OddEven","ACO","0.12","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","3.446555032","0.0940625","104.91794019933555","0.09371875","104.90446815605202"
"Uniform","OddEven","ACO","0.12","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","3.091139291","0.09503125","106.85596843143703","0.094671875","106.78412279254002"
"Uniform","OddEven","ACO","0.12","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","3.275989657","0.094296875","107.1714995857498","0.0939375","107.06686626746507"
"Transpose1","XY","Random","0.12","0.5","0.05","XY+Random","1000","2.750857532","0.0491875","155.01238881829732","0.0491875","155.01238881829732"
"Transpose1","OddEven","BufferLevel","0.12","0.5","0.05","OddEven+BufferLevel","1000","3.647229195","0.06665625","153.6446319737459","0.06665625","153.6446319737459"
"Transpose1","OddEven","ACO","0.12","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","3.3376974649999998","0.06428125","155.73237724842002","0.06409375","155.91857630424184"
"Transpose1","OddEven","ACO","0.12","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","3.171005771","0.064125","159.77217348927874","0.063953125","160.01685805032983"
"Transpose1","OddEven","ACO","0.12","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","3.446059874","0.064125","160.26072124756334","0.0639375","160.37145650048876"
"Transpose1","OddEven","ACO","0.12","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","3.276883458","0.0640625","156.33951219512196","0.063859375","156.56422804012723"
"Transpose1","OddEven","ACO","0.12","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","3.531373273","0.064171875","156.8892135378622","0.06396875","157.0161211529067"
"Transpose1","OddEven","ACO","0.12","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","3.313922408","0.063765625","158.25312423425632","0.063578125","158.4637503072008"
"Transpose1","OddEven","ACO","0.12","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","3.26057954","0.0643125","159.49028182701653","0.064140625","159.71790499390985"
"Transpose1","OddEven","ACO","0.12","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","3.333464692","0.064234375","156.45852590610556","0.064046875","156.53793608197122"
"Transpose1","OddEven","ACO","0.12","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","3.030809074","0.0645","159.42950581395348","0.0643125","159.57410106899903"
"Transpose1","OddEven","ACO","0.12","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","3.380820901","0.06365625","157.3868433971527","0.06346875","157.60955194485476"
"Transpose1","OddEven","ACO","0.12","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","3.300976288","0.063703125","160.23497669855286","0.063515625","160.45092250922508"
"Transpose1","OddEven","ACO","0.12","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","3.268851939","0.06425","158.80763618677042","0.0640625","158.88634146341462"
"Transpose1","OddEven","ACO","0.12","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","3.264423453","0.064203125","157.35531759552202","0.064015625","157.45594337319991"
"Transpose1","OddEven","ACO","0.12","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","3.3707501","0.0645625","157.35091965150048","0.064375","157.49757281553397"
"Transpose1","OddEven","ACO","0.12","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","3.212607075","0.063796875","160.79084006857704","0.063609375","160.98452468680912"
"Transpose1","OddEven","ACO","0.12","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","3.215739393","0.06378125","156.8919647231749","0.06359375","157.02162162162162"
"Transpose1","OddEven","ACO","0.12","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","3.753422773","0.06409375","160.70331545587518","0.063890625","160.8757642455368"
"Transpose1","OddEven","ACO","0.12","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","3.301502093","0.06409375","160.04095563139933","0.06390625","160.11662591687042"
"Transpose1","OddEven","ACO","0.12","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","3.127226223","0.064109375","159.41433097733366","0.063921875","159.49767782938156"
"Transpose1","OddEven","ACO","0.12","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","3.327105348","0.064453125","153.40654545454547","0.064265625","153.575978604425"
"Transpose2","XY","Random","0.12","0.5","0.05","XY+Random","1000","3.109260722","0.048328125","155.93727772389266","0.048328125","155.93727772389266"
"Transpose2","OddEven","BufferLevel","0.12","0.5","0.05","OddEven+BufferLevel","1000","3.52090281","0.0665","151.5140977443609","0.0665","151.5140977443609"
"Transpose2","OddEven","ACO","0.12","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","2.861004868","0.064671875","160.01763711041315","0.06446875","160.30368395540475"
