"Benchmark","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"Uniform","XY","Random","0.06","0.5","0.05","XY+Random","1000","0.850018019","0.05740625","41.02694610778443","0.05740625","41.02694610778443"
"Uniform","OddEven","BufferLevel","0.06","0.5","0.05","OddEven+BufferLevel","1000","1.0808851","0.057046875","41.23363462065188","0.057046875","41.23363462065188"
"Uniform","OddEven","ACO","0.06","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.964568998","0.058125","40.644354838709674","0.0578125","40.62837837837838"
"Uniform","OddEven","ACO","0.06","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.832979312","0.058125","40.48010752688172","0.0578125","40.468108108108105"
"Uniform","OddEven","ACO","0.06","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","1.020875479","0.058109375","40.65851035224523","0.057796875","40.645309543119765"
"Uniform","OddEven","ACO","0.06","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.902339004","0.0580625","40.71851453175457","0.05775","40.70670995670996"
"Uniform","OddEven","ACO","0.06","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.91053374","0.05815625","40.72192369693713","0.05784375","40.698811453268505"
"Uniform","OddEven","ACO","0.06","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","1.05241127","0.058140625","40.433754367105614","0.057828125","40.424209673061334"
"Uniform","OddEven","ACO","0.06","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.950485946","0.058078125","40.53968253968254","0.057765625","40.54260210981877"
"Uniform","OddEven","ACO","0.06","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","1.031344205","0.058078125","40.57923056228141","0.057765625","40.571814985123076"
"Uniform","OddEven","ACO","0.06","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","1.241844721","0.05809375","40.549220010758475","0.05778125","40.52920497566252"
"Uniform","OddEven","ACO","0.06","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","1.2596232760000001","0.058125","40.6497311827957","0.0578125","40.641891891891895"
"Uniform","OddEven","ACO","0.06","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","1.033451853","0.0580625","40.52125941872982","0.05775","40.50676406926407"
"Uniform","OddEven","ACO","0.06","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.994469898","0.0580625","40.663616792249734","0.05775","40.64935064935065"
"Uniform","OddEven","ACO","0.06","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","1.035453607","0.058046875","40.60511440107672","0.057734375","40.58809201623816"
"Uniform","OddEven","ACO","0.06","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","1.081758854","0.058125","40.578763440860214","0.0578125","40.57783783783784"
"Uniform","OddEven","ACO","0.06","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","1.187317606","0.05815625","40.677861364857606","0.05784375","40.672879524581305"
"Uniform","OddEven","ACO","0.06","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","1.009141935","0.05815625","40.53465878559914","0.05784375","40.52863317125878"
"Uniform","OddEven","ACO","0.06","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","1.040624756","0.058078125","40.46731234866828","0.057765625","40.46334866107655"
"Uniform","OddEven","ACO","0.06","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","1.021557745","0.058140625","40.73797366299382","0.057828125","40.72683058632802"
"Uniform","OddEven","ACO","0.06","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","1.007950277","0.058125","40.65752688172043","0.0578125","40.63621621621622"
"Uniform","OddEven","ACO","0.06","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","0.910314568","0.058109375","40.67383705297123","0.057796875","40.66450391997837"
"Transpose1","XY","Random","0.06","0.5","0.05","XY+Random","1000","1.600071984","0.04034375","103.1727343144849","0.04034375","103.1727343144849"
"Transpose1","OddEven","BufferLevel","0.06","0.5","0.05","OddEven+BufferLevel","1000","0.965839435","0.048328125","60.45328160362108","0.048328125","60.45328160362108"
"Transpose1","OddEven","ACO","0.06","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.882037989","0.04896875","57.336630504148054","0.04875","57.49326923076923"
"Transpose1","OddEven","ACO","0.06","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","1.210237033","0.048671875","59.75922953451043","0.048453125","59.92647533053854"
"Transpose1","OddEven","ACO","0.06","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","1.069248528","0.048953125","57.1388445579317","0.048734375","57.29464571978198"
"Transpose1","OddEven","ACO","0.06","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","1.3483233860000001","0.04859375","60.55369774919614","0.048375","60.724806201550386"
"Transpose1","OddEven","ACO","0.06","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","1.107658196","0.04896875","57.01914486279515","0.04875","57.17275641025641"
"Transpose1","OddEven","ACO","0.06","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","1.097216042","0.049015625","59.41982786101371","0.048796875","59.57796990073647"
"Transpose1","OddEven","ACO","0.06","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","1.03771714","0.04903125","57.02453792224347","0.0488125","57.17349551856594"
"Transpose1","OddEven","ACO","0.06","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","1.184675848","0.048890625","58.07094918504315","0.048671875","58.231139646869984"
"Transpose1","OddEven","ACO","0.06","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","1.145443184","0.04896875","56.53477983407785","0.04875","56.687820512820515"
"Transpose1","OddEven","ACO","0.06","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","1.180704616","0.04890625","58.81916932907348","0.0486875","58.980423620025675"
"Transpose1","OddEven","ACO","0.06","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","1.172367708","0.048828125","58.79456","0.048609375","58.951141112182576"
"Transpose1","OddEven","ACO","0.06","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","1.053169631","0.04890625","57.131309904153355","0.0486875","57.27952503209243"
"Transpose1","OddEven","ACO","0.06","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","1.011367889","0.04896875","57.206445437141035","0.04875","57.364423076923075"
"Transpose1","OddEven","ACO","0.06","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","1.067471204","0.049015625","56.24896397832324","0.048796875","56.400256163944924"
"Transpose1","OddEven","ACO","0.06","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","1.188351606","0.049","58.15561224489796","0.04878125","58.312940422805895"
"Transpose1","OddEven","ACO","0.06","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","1.013002509","0.049046875","57.391207390888816","0.048828125","57.54368"
"Transpose1","OddEven","ACO","0.06","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","1.095559542","0.048984375","57.470813397129184","0.048765625","57.62832425504646"
"Transpose1","OddEven","ACO","0.06","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.965610577","0.049046875","56.6718700223001","0.048828125","56.82464"
