"Bench","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"bodytrack","OddEven","ACO","0.2","0.5","0.002","OddEven+ACO(0.5, 0.002)","100000","10.674009120000001","0.00351546875","50.1379616871861","0.0031278125","52.2780497552203"
"bodytrack","OddEven","ACO","0.2","0.5","0.008","OddEven+ACO(0.5, 0.008)","100000","8.53652776","0.00351546875","50.1379616871861","0.0031278125","52.2780497552203"
"bodytrack","OddEven","ACO","0.2","0.5","0.032","OddEven+ACO(0.5, 0.032)","100000","9.145369836","0.00351546875","50.09955998044357","0.0031278125","52.23363972424818"
"bodytrack","OddEven","ACO","0.2","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","100000","8.751466635","0.00351546875","50.1379616871861","0.0031278125","52.2780497552203"
"bodytrack","OddEven","ACO","0.2","0.6","0.002","OddEven+ACO(0.6, 0.002)","100000","10.004049048","0.00351546875","50.1091604071292","0.0031278125","52.24557897891897"
"bodytrack","OddEven","ACO","0.2","0.6","0.008","OddEven+ACO(0.6, 0.008)","100000","9.168678581","0.00351546875","50.1091604071292","0.0031278125","52.24557897891897"
"bodytrack","OddEven","ACO","0.2","0.6","0.032","OddEven+ACO(0.6, 0.032)","100000","8.360905125","0.00351546875","50.09955998044357","0.0031278125","52.23363972424818"
"bodytrack","OddEven","ACO","0.2","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","100000","7.787168659","0.00351546875","50.1379616871861","0.0031278125","52.2780497552203"
"bodytrack","OddEven","ACO","0.2","0.7","0.002","OddEven+ACO(0.7, 0.002)","100000","8.400936968","0.00351546875","50.1091604071292","0.0031278125","52.24557897891897"
"bodytrack","OddEven","ACO","0.2","0.7","0.008","OddEven+ACO(0.7, 0.008)","100000","8.83186716","0.00351546875","50.1379616871861","0.0031278125","52.2780497552203"
"bodytrack","OddEven","ACO","0.2","0.7","0.032","OddEven+ACO(0.7, 0.032)","100000","12.042778899","0.00351546875","50.09053735721588","0.0031278125","52.22394844639824"
"canneal","OddEven","BufferLevel","0.2","0.5","0.05","OddEven+BufferLevel","100000","8.381143828","0.0031184375","56.71510171359856","0.0031184375","56.71510171359856"
"canneal","OddEven","ACO","0.2","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","100000","9.044899756","0.00351546875","54.69905329125739","0.0031278125","57.39924068338495"
"canneal","OddEven","ACO","0.2","0.3","0.002","OddEven+ACO(0.3, 0.002)","100000","10.596439767","0.00351546875","54.69900884483755","0.0031278125","57.399140773304026"
"canneal","OddEven","ACO","0.2","0.3","0.008","OddEven+ACO(0.3, 0.008)","100000","8.866451156","0.00351546875","54.69909773767723","0.0031278125","57.39919072834449"
"canneal","OddEven","ACO","0.2","0.3","0.032","OddEven+ACO(0.3, 0.032)","100000","11.249946782","0.00351546875","54.72576558958176","0.0031278125","57.428664202218"
"canneal","OddEven","ACO","0.2","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","100000","8.954922477","0.00351546875","54.69900884483755","0.0031278125","57.39919072834449"
"canneal","OddEven","ACO","0.2","0.4","0.002","OddEven+ACO(0.4, 0.002)","100000","12.132417855","0.00351546875","54.69900884483755","0.0031278125","57.399140773304026"
"canneal","OddEven","ACO","0.2","0.4","0.008","OddEven+ACO(0.4, 0.008)","100000","9.88990447","0.00351546875","54.69900884483755","0.0031278125","57.39919072834449"
"canneal","OddEven","ACO","0.2","0.4","0.032","OddEven+ACO(0.4, 0.032)","100000","8.888537873","0.00351546875","54.72612116094049","0.0031278125","57.42951343790588"
"canneal","OddEven","ACO","0.2","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","100000","11.236436959","0.00351546875","54.69900884483755","0.0031278125","57.39919072834449"
"canneal","OddEven","ACO","0.2","0.5","0.002","OddEven+ACO(0.5, 0.002)","100000","8.710678404","0.00351546875","54.69909773767723","0.0031278125","57.39924068338495"
"canneal","OddEven","ACO","0.2","0.5","0.008","OddEven+ACO(0.5, 0.008)","100000","8.730341517","0.00351546875","54.69909773767723","0.0031278125","57.39924068338495"
"canneal","OddEven","ACO","0.2","0.5","0.032","OddEven+ACO(0.5, 0.032)","100000","8.979230852","0.00351546875","54.69896439841771","0.0031278125","57.39919072834449"
"canneal","OddEven","ACO","0.2","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","100000","8.798517899","0.00351546875","54.69909773767723","0.0031278125","57.39924068338495"
"canneal","OddEven","ACO","0.2","0.6","0.002","OddEven+ACO(0.6, 0.002)","100000","9.220478935","0.00351546875","54.69909773767723","0.0031278125","57.39924068338495"
"canneal","OddEven","ACO","0.2","0.6","0.008","OddEven+ACO(0.6, 0.008)","100000","8.873547533","0.00351546875","54.69900884483755","0.0031278125","57.39919072834449"
"canneal","OddEven","ACO","0.2","0.6","0.032","OddEven+ACO(0.6, 0.032)","100000","8.453391983","0.00351546875","54.69900884483755","0.0031278125","57.39919072834449"
"canneal","OddEven","ACO","0.2","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","100000","9.378442371","0.00351546875","54.69896439841771","0.0031278125","57.39919072834449"
"canneal","OddEven","ACO","0.2","0.7","0.002","OddEven+ACO(0.7, 0.002)","100000","8.892185215","0.00351546875","54.69909773767723","0.0031278125","57.39924068338495"
"canneal","OddEven","ACO","0.2","0.7","0.008","OddEven+ACO(0.7, 0.008)","100000","9.842374953","0.00351546875","54.69900884483755","0.0031278125","57.399140773304026"
"canneal","OddEven","ACO","0.2","0.7","0.032","OddEven+ACO(0.7, 0.032)","100000","9.394429963","0.00351546875","54.69900884483755","0.0031278125","57.39919072834449"
"fluidanimate","OddEven","BufferLevel","0.2","0.5","0.05","OddEven+BufferLevel","100000","8.166381181","0.0031146875","58.32321661482894","0.0031146875","58.32321661482894"
"fluidanimate","OddEven","ACO","0.2","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","100000","10.260667583","0.003515625","55.111022222222225","0.00312796875","57.862580548478945"
"fluidanimate","OddEven","ACO","0.2","0.3","0.002","OddEven+ACO(0.3, 0.002)","100000","10.370651705","0.003515625","55.11226666666666","0.00312796875","57.86402917228633"
"fluidanimate","OddEven","ACO","0.2","0.3","0.008","OddEven+ACO(0.3, 0.008)","100000","8.825709179","0.003515625","55.111111111111114","0.00312796875","57.86268045356911"
"fluidanimate","OddEven","ACO","0.2","0.3","0.032","OddEven+ACO(0.3, 0.032)","100000","11.129651541","0.003515625","55.132355555555556","0.00312796875","57.888805634647085"
"fluidanimate","OddEven","ACO","0.2","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","100000","14.277741337","0.003515625","55.111022222222225","0.00312796875","57.86268045356911"
"fluidanimate","OddEven","ACO","0.2","0.4","0.002","OddEven+ACO(0.4, 0.002)","100000","9.579009934","0.003515625","55.11208888888889","0.00312796875","57.86367950447075"
"fluidanimate","OddEven","ACO","0.2","0.4","0.008","OddEven+ACO(0.4, 0.008)","100000","8.56770123","0.003515625","55.111066666666666","0.00312796875","57.86268045356911"
"fluidanimate","OddEven","ACO","0.2","0.4","0.032","OddEven+ACO(0.4, 0.032)","100000","9.06053682","0.003515625","55.09777777777778","0.00312796875","57.84844397822069"
"fluidanimate","OddEven","ACO","0.2","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","100000","11.704116782","0.003515625","55.111111111111114","0.00312796875","57.86268045356911"
"fluidanimate","OddEven","ACO","0.2","0.5","0.002","OddEven+ACO(0.5, 0.002)","100000","9.139665597","0.003515625","55.11213333333333","0.00312796875","57.863829362105996"
"fluidanimate","OddEven","ACO","0.2","0.5","0.008","OddEven+ACO(0.5, 0.008)","100000","9.719051524","0.003515625","55.11213333333333","0.00312796875","57.863829362105996"
"fluidanimate","OddEven","ACO","0.2","0.5","0.032","OddEven+ACO(0.5, 0.032)","100000","9.0350892","0.003515625","55.114","0.00312796875","57.86587741645437"
"fluidanimate","OddEven","ACO","0.2","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","100000","8.86643619","0.003515625","55.111022222222225","0.00312796875","57.862580548478945"
"fluidanimate","OddEven","ACO","0.2","0.6","0.002","OddEven+ACO(0.6, 0.002)","100000","10.237709598","0.003515625","55.111066666666666","0.00312796875","57.862580548478945"
"fluidanimate","OddEven","ACO","0.2","0.6","0.008","OddEven+ACO(0.6, 0.008)","100000","9.895127706","0.003515625","55.11226666666666","0.00312796875","57.86402917228633"
"fluidanimate","OddEven","ACO","0.2","0.6","0.032","OddEven+ACO(0.6, 0.032)","100000","9.498130683","0.003515625","55.1156","0.00312796875","57.86772566062241"
"fluidanimate","OddEven","ACO","0.2","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","100000","8.904509975","0.003515625","55.11217777777778","0.00312796875","57.863829362105996"
"fluidanimate","OddEven","ACO","0.2","0.7","0.002","OddEven+ACO(0.7, 0.002)","100000","9.423323029","0.003515625","55.111111111111114","0.00312796875","57.86278035865927"
"fluidanimate","OddEven","ACO","0.2","0.7","0.008","OddEven+ACO(0.7, 0.008)","100000","9.768461853","0.003515625","55.11315555555556","0.00312796875","57.86482841300764"
"fluidanimate","OddEven","ACO","0.2","0.7","0.032","OddEven+ACO(0.7, 0.032)","100000","9.219499226","0.003515625","55.117777777777775","0.00312796875","57.87022328787652"
"freqmine","OddEven","BufferLevel","0.2","0.5","0.05","OddEven+BufferLevel","100000","8.063875529","0.00309953125","57.75908655542673","0.00309953125","57.75908655542673"
"freqmine","OddEven","ACO","0.2","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","100000","9.238487912","0.00351546875","55.45339792879683","0.0031278125","58.248226596063546"
"freqmine","OddEven","ACO","0.2","0.3","0.002","OddEven+ACO(0.3, 0.002)","100000","9.620092524","0.00351546875","55.453353482377","0.0031278125","58.248226596063546"
"freqmine","OddEven","ACO","0.2","0.3","0.008","OddEven+ACO(0.3, 0.008)","100000","11.056576291","0.00351546875","55.45362016089604","0.0031278125","58.248526326306326"
"freqmine","OddEven","ACO","0.2","0.3","0.032","OddEven+ACO(0.3, 0.032)","100000","8.867892105","0.00351546875","55.46855415796258","0.0031278125","58.26531121990209"
"freqmine","OddEven","ACO","0.2","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","100000","9.805718741","0.00351546875","55.453353482377","0.0031278125","58.248226596063546"
"freqmine","OddEven","ACO","0.2","0.4","0.002","OddEven+ACO(0.4, 0.002)","100000","9.047230605","0.00351546875","55.453353482377","0.0031278125","58.248226596063546"
"freqmine","OddEven","ACO","0.2","0.4","0.008","OddEven+ACO(0.4, 0.008)","100000","9.590064918","0.00351546875","55.41450731143606","0.0031278125","58.204316115496056"
"freqmine","OddEven","ACO","0.2","0.4","0.032","OddEven+ACO(0.4, 0.032)","100000","11.933779309","0.00351546875","55.45304235743811","0.0031278125","58.2478769107803"
"freqmine","OddEven","ACO","0.2","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","100000","8.858928247","0.00351546875","55.414462865016226","0.0031278125","58.204316115496056"
"freqmine","OddEven","ACO","0.2","0.5","0.002","OddEven+ACO(0.5, 0.002)","100000","8.941063773","0.00351546875","55.41437397217654","0.0031278125","58.20416625037466"
"freqmine","OddEven","ACO","0.2","0.5","0.008","OddEven+ACO(0.5, 0.008)","100000","8.682286286","0.00351546875","55.41450731143606","0.0031278125","58.204316115496056"
"freqmine","OddEven","ACO","0.2","0.5","0.032","OddEven+ACO(0.5, 0.032)","100000","10.539013048","0.00351546875","55.453797946575406","0.0031278125","58.24867619142771"
"freqmine","OddEven","ACO","0.2","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","100000","13.295789787","0.00351546875","55.453353482377","0.0031278125","58.248226596063546"
"freqmine","OddEven","ACO","0.2","0.6","0.002","OddEven+ACO(0.6, 0.002)","100000","12.199755632","0.00351546875","55.414462865016226","0.0031278125","58.204316115496056"
"freqmine","OddEven","ACO","0.2","0.6","0.008","OddEven+ACO(0.6, 0.008)","100000","9.171128148","0.00351546875","55.453353482377","0.0031278125","58.248226596063546"
"freqmine","OddEven","ACO","0.2","0.6","0.032","OddEven+ACO(0.6, 0.032)","100000","9.420187478","0.00351546875","55.45362016089604","0.0031278125","58.248526326306326"
"freqmine","OddEven","ACO","0.2","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","100000","9.670937333","0.00351546875","55.414462865016226","0.0031278125","58.204316115496056"
"freqmine","OddEven","ACO","0.2","0.7","0.002","OddEven+ACO(0.7, 0.002)","100000","9.560512752","0.00351546875","55.453353482377","0.0031278125","58.248226596063546"
"freqmine","OddEven","ACO","0.2","0.7","0.008","OddEven+ACO(0.7, 0.008)","100000","10.774906966","0.00351546875","55.453353482377","0.0031278125","58.248226596063546"
"freqmine","OddEven","ACO","0.2","0.7","0.032","OddEven+ACO(0.7, 0.032)","100000","9.988021907","0.00351546875","55.45362016089604","0.0031278125","58.248526326306326"
"streamcluster","OddEven","BufferLevel","0.2","0.5","0.05","OddEven+BufferLevel","100000","7.280461643","0.00310625","54.559456740442656","0.00310625","54.559456740442656"
"streamcluster","OddEven","ACO","0.2","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","100000","8.727576344","0.003515625","52.15622222222222","0.00312796875","54.54053649033418"
"streamcluster","OddEven","ACO","0.2","0.3","0.002","OddEven+ACO(0.3, 0.002)","100000","8.79178322","0.003515625","52.15604444444445","0.00312796875","54.54033668015386"
"streamcluster","OddEven","ACO","0.2","0.3","0.008","OddEven+ACO(0.3, 0.008)","100000","8.608775132","0.003515625","52.15586666666667","0.00312796875","54.54013686997352"
"streamcluster","OddEven","ACO","0.2","0.3","0.032","OddEven+ACO(0.3, 0.032)","100000","8.906272081000001","0.003515625","52.17995555555556","0.00312796875","54.56676157650232"
"streamcluster","OddEven","ACO","0.2","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","100000","9.059013721","0.003515625","52.15622222222222","0.00312796875","54.54053649033418"
"streamcluster","OddEven","ACO","0.2","0.4","0.002","OddEven+ACO(0.4, 0.002)","100000","8.706545334","0.003515625","52.15604444444445","0.00312796875","54.54033668015386"
"streamcluster","OddEven","ACO","0.2","0.4","0.008","OddEven+ACO(0.4, 0.008)","100000","8.256039969","0.003515625","52.1564","0.00312796875","54.54073630051451"
"streamcluster","OddEven","ACO","0.2","0.4","0.032","OddEven+ACO(0.4, 0.032)","100000","8.597854793","0.003515625","52.15586666666667","0.00312796875","54.54013686997352"
"streamcluster","OddEven","ACO","0.2","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","100000","8.197393472","0.003515625","52.15657777777778","0.00312796875","54.54093611069484"
"streamcluster","OddEven","ACO","0.2","0.5","0.002","OddEven+ACO(0.5, 0.002)","100000","8.43721513","0.003515625","52.15622222222222","0.00312796875","54.54053649033418"
"streamcluster","OddEven","ACO","0.2","0.5","0.008","OddEven+ACO(0.5, 0.008)","100000","8.491763493","0.003515625","52.15586666666667","0.00312796875","54.54013686997352"
"streamcluster","OddEven","ACO","0.2","0.5","0.032","OddEven+ACO(0.5, 0.032)","100000","9.097749691","0.003515625","52.15568888888889","0.00312796875","54.539937059793196"
"streamcluster","OddEven","ACO","0.2","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","100000","8.46213457","0.003515625","52.1564","0.00312796875","54.54073630051451"
"streamcluster","OddEven","ACO","0.2","0.6","0.002","OddEven+ACO(0.6, 0.002)","100000","9.487300121","0.003515625","52.15586666666667","0.00312796875","54.54013686997352"
"streamcluster","OddEven","ACO","0.2","0.6","0.008","OddEven+ACO(0.6, 0.008)","100000","9.528646056","0.003515625","52.15604444444445","0.00312796875","54.54033668015386"
"streamcluster","OddEven","ACO","0.2","0.6","0.032","OddEven+ACO(0.6, 0.032)","100000","9.414100437","0.003515625","52.15604444444445","0.00312796875","54.54033668015386"
"streamcluster","OddEven","ACO","0.2","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","100000","8.849398228","0.003515625","52.15604444444445","0.00312796875","54.54033668015386"
"streamcluster","OddEven","ACO","0.2","0.7","0.002","OddEven+ACO(0.7, 0.002)","100000","10.013430087","0.003515625","52.1564","0.00312796875","54.54073630051451"
"streamcluster","OddEven","ACO","0.2","0.7","0.008","OddEven+ACO(0.7, 0.008)","100000","12.216439925","0.003515625","52.15604444444445","0.00312796875","54.54033668015386"
"streamcluster","OddEven","ACO","0.2","0.7","0.032","OddEven+ACO(0.7, 0.032)","100000","9.354935584","0.003515625","52.15604444444445","0.00312796875","54.54033668015386"
"x264","OddEven","BufferLevel","0.2","0.5","0.05","OddEven+BufferLevel","100000","7.885854147","0.00310671875","58.35190866569431","0.00310671875","58.35190866569431"
"x264","OddEven","ACO","0.2","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","100000","10.877220363","0.0035153125","56.34687527780247","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.3","0.002","OddEven+ACO(0.3, 0.002)","100000","8.268122528","0.0035153125","56.34691972619788","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.3","0.008","OddEven+ACO(0.3, 0.008)","100000","8.388269271","0.0035153125","56.34683082940706","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.3","0.032","OddEven+ACO(0.3, 0.032)","100000","9.51293412","0.0035153125","56.34611965508045","0.00312765625","59.249038317430184"
"x264","OddEven","ACO","0.2","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","100000","8.106514299","0.0035153125","56.34700862298871","0.00312765625","59.250087425688164"
"x264","OddEven","ACO","0.2","0.4","0.002","OddEven+ACO(0.4, 0.002)","100000","8.02794509","0.0035153125","56.34700862298871","0.00312765625","59.250087425688164"
"x264","OddEven","ACO","0.2","0.4","0.008","OddEven+ACO(0.4, 0.008)","100000","8.000727287","0.0035153125","56.34687527780247","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.4","0.032","OddEven+ACO(0.4, 0.032)","100000","7.223288149","0.0035153125","56.347853142501556","0.00312765625","59.25098666133786"
"x264","OddEven","ACO","0.2","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","100000","7.188882082","0.0035153125","56.34687527780247","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.5","0.002","OddEven+ACO(0.5, 0.002)","100000","8.817667794","0.0035153125","56.34683082940706","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.5","0.008","OddEven+ACO(0.5, 0.008)","100000","7.01881447","0.0035153125","56.34683082940706","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.5","0.032","OddEven+ACO(0.5, 0.032)","100000","7.627087499","0.0035153125","56.347719797315314","0.00312765625","59.25088674626567"
"x264","OddEven","ACO","0.2","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","100000","7.393015124","0.0035153125","56.34687527780247","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.6","0.002","OddEven+ACO(0.6, 0.002)","100000","7.600880565","0.0035153125","56.34687527780247","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.6","0.008","OddEven+ACO(0.6, 0.008)","100000","7.067781742","0.0035153125","56.34687527780247","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.6","0.032","OddEven+ACO(0.6, 0.032)","100000","5.17751334","0.0035153125","56.347719797315314","0.00312765625","59.25073687365739"
"x264","OddEven","ACO","0.2","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","100000","6.3829183480000005","0.0035153125","56.34687527780247","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.7","0.002","OddEven+ACO(0.7, 0.002)","100000","5.274511049","0.0035153125","56.34683082940706","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.7","0.008","OddEven+ACO(0.7, 0.008)","100000","5.346148916","0.0035153125","56.34687527780247","0.00312765625","59.24993755307988"
"x264","OddEven","ACO","0.2","0.7","0.032","OddEven+ACO(0.7, 0.032)","100000","9.623755584","0.0035153125","56.348919903991465","0.00312765625","59.252235599740224"
