"Benchmark","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"Uniform","XY","Random","0.09","0.5","0.05","XY+Random","1000","1.443195608","0.085375","46.87353587115666","0.085375","46.87353587115666"
"Uniform","OddEven","BufferLevel","0.09","0.5","0.05","OddEven+BufferLevel","1000","1.42524799","0.0855","53.040570175438596","0.0855","53.040570175438596"
"Uniform","OddEven","ACO","0.09","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","1.378207033","0.0838125","56.47408650260999","0.0835","56.52002245508982"
"Uniform","OddEven","ACO","0.09","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","1.460807681","0.084078125","54.909496376138264","0.083765625","54.92818504010446"
"Uniform","OddEven","ACO","0.09","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","1.676904907","0.084015625","54.87837083875767","0.083703125","54.927384730259476"
"Uniform","OddEven","ACO","0.09","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","1.405562991","0.08375","55.54496268656717","0.0834375","55.622097378277154"
"Uniform","OddEven","ACO","0.09","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","1.5583418","0.083796875","55.347193734849895","0.083484375","55.3939734231705"
"Uniform","OddEven","ACO","0.09","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","1.478713655","0.083875","55.19038748137109","0.0835625","55.23354525056096"
"Uniform","OddEven","ACO","0.09","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","1.364295074","0.083796875","55.86294984150662","0.083484375","55.89013662736291"
"Uniform","OddEven","ACO","0.09","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","1.559972119","0.083671875","56.61419234360411","0.083359375","56.671977507029055"
"Uniform","OddEven","ACO","0.09","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","1.6861500120000001","0.083828125","55.497297297297294","0.083515625","55.54312441534144"
"Uniform","OddEven","ACO","0.09","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","1.391857535","0.083890625","55.33488545352952","0.083578125","55.353710974013836"
"Uniform","OddEven","ACO","0.09","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","1.356723472","0.08384375","55.43663809168841","0.08353125","55.47362514029181"
"Uniform","OddEven","ACO","0.09","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","1.369341297","0.083921875","55.117668962949175","0.083609375","55.15698000373762"
"Uniform","OddEven","ACO","0.09","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","1.540962376","0.083875","54.8191132637854","0.0835625","54.867801047120416"
"Uniform","OddEven","ACO","0.09","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","1.629989123","0.0840625","54.50613382899628","0.08375","54.55671641791045"
"Uniform","OddEven","ACO","0.09","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","1.369004071","0.08353125","56.97063224841003","0.08321875","57.035486293653776"
"Uniform","OddEven","ACO","0.09","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","1.376659982","0.083734375","55.10822914722896","0.083421875","55.16407566960105"
"Uniform","OddEven","ACO","0.09","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","1.639425111","0.08375","56.92723880597015","0.0834375","56.98314606741573"
"Uniform","OddEven","ACO","0.09","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","1.706071855","0.08396875","57.01544473390398","0.08365625","57.06387747478521"
"Uniform","OddEven","ACO","0.09","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","1.954129355","0.083921875","55.53360640476634","0.083609375","55.578022799476734"
"Uniform","OddEven","ACO","0.09","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","1.451006909","0.0836875","55.21900672143391","0.083375","55.25562218890555"
"Transpose1","XY","Random","0.09","0.5","0.05","XY+Random","1000","2.173927612","0.045296875","124.13659882718179","0.045296875","124.13659882718179"
"Transpose1","OddEven","BufferLevel","0.09","0.5","0.05","OddEven+BufferLevel","1000","2.439042531","0.061296875","114.08564873821055","0.061296875","114.08564873821055"
"Transpose1","OddEven","ACO","0.09","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","2.3082118019999998","0.060375","115.92028985507247","0.06015625","116.1638961038961"
"Transpose1","OddEven","ACO","0.09","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","2.388719728","0.060453125","113.22693202377876","0.060234375","113.49857328145266"
"Transpose1","OddEven","ACO","0.09","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","2.299880617","0.06021875","116.72677737415673","0.06","116.98854166666666"
"Transpose1","OddEven","ACO","0.09","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","2.3827530599999998","0.060546875","114.89393548387096","0.060328125","115.16964516964516"
"Transpose1","OddEven","ACO","0.09","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","2.215354669","0.060546875","112.93806451612903","0.060328125","113.16679616679616"
"Transpose1","OddEven","ACO","0.09","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","2.160039558","0.06053125","113.04388229220444","0.0603125","113.3020725388601"
"Transpose1","OddEven","ACO","0.09","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","2.699075394","0.06028125","117.57827890098497","0.0600625","117.78798126951092"
"Transpose1","OddEven","ACO","0.09","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","2.2754453789999998","0.06090625","113.85505387378143","0.0606875","114.15190525231719"
"Transpose1","OddEven","ACO","0.09","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","2.3675633","0.060359375","113.10535852964017","0.060140625","113.341647181086"
"Transpose1","OddEven","ACO","0.09","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","2.414812892","0.060578125","112.30023213825123","0.060359375","112.56639917162826"
"Transpose1","OddEven","ACO","0.09","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","2.37252278","0.060609375","113.03067800979633","0.060390625","113.23932729624838"
"Transpose1","OddEven","ACO","0.09","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","2.3511361","0.060625","113.87809278350515","0.06040625","114.09415416451112"
"Transpose1","OddEven","ACO","0.09","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","2.050160202","0.060328125","117.92851592851594","0.060109375","118.22199116194437"
"Transpose1","OddEven","ACO","0.09","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","2.079826479","0.06046875","115.30645994832041","0.06025","115.53423236514523"
"Transpose1","OddEven","ACO","0.09","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","2.2583697320000002","0.060390625","114.17904269081501","0.060171875","114.45442742144897"
"Transpose1","OddEven","ACO","0.09","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","2.524691116","0.06003125","116.96199895887558","0.0598125","117.14864158829675"
"Transpose1","OddEven","ACO","0.09","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","2.107462496","0.060359375","114.82785399948227","0.060140625","115.10574175110418"
"Transpose1","OddEven","ACO","0.09","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","2.528490918","0.0608125","115.64182939362796","0.06059375","115.92315626611655"
"Transpose1","OddEven","ACO","0.09","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","2.614122427","0.06075","113.83487654320987","0.06053125","114.1115126484254"
"Transpose1","OddEven","ACO","0.09","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","2.45053558","0.060390625","111.56248382923674","0.060171875","111.78862633082316"
"Transpose2","XY","Random","0.09","0.5","0.05","XY+Random","1000","2.486451236","0.045296875","129.41600551914453","0.045296875","129.41600551914453"
"Transpose2","OddEven","BufferLevel","0.09","0.5","0.05","OddEven+BufferLevel","1000","2.441527129","0.062078125","118.38686131386861","0.062078125","118.38686131386861"
"Transpose2","OddEven","ACO","0.09","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","2.317506699","0.060515625","108.21740253033823","0.060296875","108.45633583830008"
"Transpose2","OddEven","ACO","0.09","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","2.280482233","0.06059375","110.92728210417741","0.060375","111.19254658385093"
"Transpose2","OddEven","ACO","0.09","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","2.169631904","0.060578125","109.36832602527727","0.060359375","109.6438001553197"
"Transpose2","OddEven","ACO","0.09","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","2.443117735","0.06025","111.54797717842324","0.06003125","111.81155648099949"
"Transpose2","OddEven","ACO","0.09","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","2.379752172","0.060328125","110.9044289044289","0.060109375","111.17442162724201"
"Transpose2","OddEven","ACO","0.09","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","2.204266876","0.060875","109.12987679671458","0.06065625","109.39206594538898"
"Transpose2","OddEven","ACO","0.09","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","1.898079539","0.060609375","110.0247486465584","0.060390625","110.29909443725744"
"Transpose2","OddEven","ACO","0.09","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","2.099948217","0.060015625","111.42280656079146","0.059796875","111.67520250849229"
"Transpose2","OddEven","ACO","0.09","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","2.048293615","0.06059375","110.09979370809695","0.060375","110.38198757763975"
"Transpose2","OddEven","ACO","0.09","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","2.236979671","0.0605625","108.97213622291022","0.06034375","109.22863801139306"
"Transpose2","OddEven","ACO","0.09","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","2.200726149","0.060625","106.31494845360825","0.06040625","106.554578375582"
"Transpose2","OddEven","ACO","0.09","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","2.396305247","0.060875","108.77951745379877","0.06065625","109.02575991756827"
"Transpose2","OddEven","ACO","0.09","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","2.292236173","0.06040625","107.7506466632178","0.0601875","108.00830737279335"
"Transpose2","OddEven","ACO","0.09","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","2.301106211","0.0603125","110.8541450777202","0.06009375","111.16718668746749"
"Transpose2","OddEven","ACO","0.09","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","2.159761386","0.060734375","110.47491638795987","0.060515625","110.72140459592048"
"Transpose2","OddEven","ACO","0.09","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","2.173919417","0.0604375","108.0312823164426","0.06021875","108.2854177477945"
"Transpose2","OddEven","ACO","0.09","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","2.2867818939999998","0.060796875","108.81804163454125","0.060578125","109.08202218209956"
"Transpose2","OddEven","ACO","0.09","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","2.149814466","0.060390625","109.6359637774903","0.060171875","109.89041807322774"
"Transpose2","OddEven","ACO","0.09","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","2.205647987","0.0605","108.90650826446281","0.06028125","109.17055469155002"
"Transpose2","OddEven","ACO","0.09","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","2.09000924","0.060328125","111.63558663558663","0.060109375","111.90824018715882"
