"Benchmark","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"blackscholes","XY","Random","0.21","0.5","0.05","XY+Random","1000","0.07656687","0.0030625","57.704081632653065","0.0030625","57.704081632653065"
"blackscholes","OddEven","BufferLevel","0.21","0.5","0.05","OddEven+BufferLevel","1000","0.099124095","0.00315625","58.31683168316832","0.00315625","58.31683168316832"
"blackscholes","OddEven","ACO","0.21","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.154045687","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.153525286","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.092475712","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.103071538","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.238615869","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.121545821","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.122592616","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.199488971","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.197471481","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.093718117","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.131879094","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.124109256","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.130887164","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.148311467","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.126581905","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.140153047","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.16949792","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.116890224","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.096643295","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"blackscholes","OddEven","ACO","0.21","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","0.106749868","0.003859375","67.7085020242915","0.003359375","72.69302325581396"
"bodytrack","XY","Random","0.21","0.5","0.05","XY+Random","1000","0.05600903","0.0030625","57.78061224489796","0.0030625","57.78061224489796"
"bodytrack","OddEven","BufferLevel","0.21","0.5","0.05","OddEven+BufferLevel","1000","0.062148695","0.00303125","51.350515463917525","0.00303125","51.350515463917525"
"bodytrack","OddEven","ACO","0.21","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.142797901","0.003875","60.274193548387096","0.003375","64.25"
"bodytrack","OddEven","ACO","0.21","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.092165397","0.003875","60.274193548387096","0.003375","64.25"
"bodytrack","OddEven","ACO","0.21","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.122307966","0.003875","60.274193548387096","0.003375","64.25"
"bodytrack","OddEven","ACO","0.21","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.082769381","0.003875","60.274193548387096","0.003375","64.25"
"bodytrack","OddEven","ACO","0.21","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.111745605","0.003875","60.274193548387096","0.003375","64.25"
"bodytrack","OddEven","ACO","0.21","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.099176682","0.003875","60.274193548387096","0.003375","64.25"
