"Benchmark","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"Uniform","XY","Random","0.015","0.5","0.05","XY+Random","1000","0.318837862","0.014328125","37.639040348964016","0.014328125","37.639040348964016"
"Uniform","OddEven","BufferLevel","0.015","0.5","0.05","OddEven+BufferLevel","1000","0.277352469","0.014296875","37.511475409836066","0.014296875","37.511475409836066"
"Uniform","OddEven","ACO","0.015","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.326620665","0.015390625","37.857868020304565","0.015109375","37.90279214064116"
"Uniform","OddEven","ACO","0.015","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.272453646","0.015390625","37.860913705583755","0.015109375","37.90486039296794"
"Uniform","OddEven","ACO","0.015","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.272818773","0.015390625","37.871065989847715","0.015109375","37.91520165460186"
"Uniform","OddEven","ACO","0.015","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.308001859","0.015390625","37.850761421319795","0.015109375","37.89451913133402"
"Uniform","OddEven","ACO","0.015","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.36279499","0.015390625","37.871065989847715","0.015109375","37.91520165460186"
"Uniform","OddEven","ACO","0.015","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.308989937","0.015390625","37.860913705583755","0.015109375","37.90486039296794"
"Uniform","OddEven","ACO","0.015","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.27272649","0.015390625","37.871065989847715","0.015109375","37.91520165460186"
"Uniform","OddEven","ACO","0.015","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.31078681","0.015390625","37.860913705583755","0.015109375","37.90486039296794"
"Uniform","OddEven","ACO","0.015","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.312463771","0.015390625","37.860913705583755","0.015109375","37.90486039296794"
"Uniform","OddEven","ACO","0.015","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.261013656","0.015390625","37.86294416243655","0.015109375","37.90692864529473"
"Uniform","OddEven","ACO","0.015","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.317951358","0.015390625","37.868020304568525","0.015109375","37.91209927611168"
"Uniform","OddEven","ACO","0.015","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.287167219","0.015390625","37.868020304568525","0.015109375","37.91209927611168"
"Uniform","OddEven","ACO","0.015","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.334983297","0.015390625","37.867005076142135","0.015109375","37.91209927611168"
"Uniform","OddEven","ACO","0.015","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.275381067","0.015390625","37.848730964467","0.015109375","37.89245087900724"
"Uniform","OddEven","ACO","0.015","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.362249229","0.015390625","37.85989847715736","0.015109375","37.90486039296794"
"Uniform","OddEven","ACO","0.015","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.298652181","0.015390625","37.868020304568525","0.015109375","37.91313340227508"
"Uniform","OddEven","ACO","0.015","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.308236555","0.015390625","37.86294416243655","0.015109375","37.90692864529473"
"Uniform","OddEven","ACO","0.015","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.263753133","0.015390625","37.871065989847715","0.015109375","37.91520165460186"
"Uniform","OddEven","ACO","0.015","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.371935392","0.015390625","37.84771573604061","0.015109375","37.891416752843845"
"Uniform","OddEven","ACO","0.015","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","0.382098581","0.015390625","37.863959390862945","0.015109375","37.907962771458116"
"Transpose1","XY","Random","0.015","0.5","0.05","XY+Random","1000","0.342339831","0.012515625","41.181023720349565","0.012515625","41.181023720349565"
"Transpose1","OddEven","BufferLevel","0.015","0.5","0.05","OddEven+BufferLevel","1000","0.240385228","0.0124375","41.0678391959799","0.0124375","41.0678391959799"
"Transpose1","OddEven","ACO","0.015","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.309420757","0.0133125","42.42018779342723","0.01309375","42.795942720763726"
"Transpose1","OddEven","ACO","0.015","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.272075695","0.0133125","42.43427230046948","0.01309375","42.81145584725537"
"Transpose1","OddEven","ACO","0.015","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.365251345","0.013296875","42.45710928319624","0.013078125","42.83393070489845"
"Transpose1","OddEven","ACO","0.015","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.429396145","0.0133125","42.42253521126761","0.01309375","42.798329355608594"
"Transpose1","OddEven","ACO","0.015","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.343767667","0.0133125","42.428403755868544","0.01309375","42.80429594272076"
"Transpose1","OddEven","ACO","0.015","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.246730429","0.013296875","42.45123384253819","0.013078125","42.82795698924731"
"Transpose1","OddEven","ACO","0.015","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.270693494","0.0133125","42.43427230046948","0.01309375","42.81026252983293"
"Transpose1","OddEven","ACO","0.015","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.326428636","0.0133125","42.428403755868544","0.01309375","42.80429594272076"
"Transpose1","OddEven","ACO","0.015","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.288609567","0.013296875","42.45828437132785","0.013078125","42.83512544802868"
"Transpose1","OddEven","ACO","0.015","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.267860436","0.0133125","42.43075117370892","0.01309375","42.80668257756563"
"Transpose1","OddEven","ACO","0.015","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.283016718","0.0133125","42.431924882629104","0.01309375","42.8090692124105"
"Transpose1","OddEven","ACO","0.015","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.272433764","0.0133125","42.43544600938967","0.01309375","42.81145584725537"
"Transpose1","OddEven","ACO","0.015","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.279972152","0.0133125","42.433098591549296","0.01309375","42.81026252983293"
"Transpose1","OddEven","ACO","0.015","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.321771114","0.0133125","42.42723004694836","0.01309375","42.80310262529833"
"Transpose1","OddEven","ACO","0.015","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.302037915","0.013296875","42.45358401880141","0.013078125","42.83034647550777"
"Transpose1","OddEven","ACO","0.015","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.345844183","0.0133125","42.433098591549296","0.01309375","42.8090692124105"
"Transpose1","OddEven","ACO","0.015","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.357103777","0.0133125","42.428403755868544","0.01309375","42.80429594272076"
"Transpose1","OddEven","ACO","0.015","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.392281044","0.013296875","42.45828437132785","0.013078125","42.8363201911589"
"Transpose1","OddEven","ACO","0.015","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.343367731","0.0133125","42.43544600938967","0.01309375","42.81145584725537"
