"Bench","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"blackscholes","XY","Random","0.24","0.5","0.05","XY+Random","10000000","1144.95260019","0.0037521234375","106.04062616210237","0.0037521234375","106.04062616210237"
"blackscholes","OddEven","BufferLevel","0.24","0.5","0.05","OddEven+BufferLevel","10000000","1061.065257718","0.0037496125","96.07779720571126","0.0037496125","96.07779720571126"
"blackscholes","OddEven","ACO","0.24","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","10000000","1295.382591562","0.0041465796875","85.44316682687652","0.003745559375","91.0309779330357"
"blackscholes","OddEven","ACO","0.24","0.3","0.002","OddEven+ACO(0.3, 0.002)","10000000","1199.736028662","0.004146578125","87.34065475674596","0.0037455578125","93.12570390675288"
"blackscholes","OddEven","ACO","0.24","0.3","0.008","OddEven+ACO(0.3, 0.008)","10000000","1131.600684796","0.004146578125","94.79448302629051","0.0037455578125","101.35022737350954"
"blackscholes","OddEven","ACO","0.24","0.3","0.032","OddEven+ACO(0.3, 0.032)","10000000","1165.327813626","0.004146578125","95.26202667108798","0.0037455578125","101.86541348772734"
"blackscholes","OddEven","ACO","0.24","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","10000000","1161.034291061","0.0041465796875","88.69169809002977","0.003745559375","94.61473461490648"
"blackscholes","OddEven","ACO","0.24","0.4","0.002","OddEven+ACO(0.4, 0.002)","10000000","1135.39996864","0.0041465796875","86.83367165182449","0.003745559375","92.56786286093782"
"blackscholes","OddEven","ACO","0.24","0.4","0.008","OddEven+ACO(0.4, 0.008)","10000000","1379.12913305","0.004146578125","94.46876302372814","0.0037455578125","100.98975286141041"
"blackscholes","OddEven","ACO","0.24","0.4","0.032","OddEven+ACO(0.4, 0.032)","10000000","1154.993524476","0.004146578125","95.07874226112645","0.0037455578125","101.66314638548914"
"blackscholes","OddEven","ACO","0.24","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","10000000","1152.320223891","0.004146578125","85.43238852819154","0.0037455578125","91.0196466063758"
"blackscholes","OddEven","ACO","0.24","0.5","0.002","OddEven+ACO(0.5, 0.002)","10000000","1134.670563168","0.0041465796875","90.36332918960694","0.003745559375","96.45865896198748"
"blackscholes","OddEven","ACO","0.24","0.5","0.008","OddEven+ACO(0.5, 0.008)","10000000","1168.742311818","0.004146578125","92.74568186870951","0.0037455578125","99.09020602321834"
"blackscholes","OddEven","ACO","0.24","0.5","0.032","OddEven+ACO(0.5, 0.032)","10000000","1171.461009475","0.0041465796875","93.26739583188102","0.003745559375","99.66828719675549"
"blackscholes","OddEven","ACO","0.24","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","10000000","1124.730171836","0.00414658125","85.44105083555279","0.0037455609375","91.02896804091844"
"blackscholes","OddEven","ACO","0.24","0.6","0.002","OddEven+ACO(0.6, 0.002)","10000000","1148.052988296","0.0041465796875","85.85254451051713","0.003745559375","91.48426636875834"
"blackscholes","OddEven","ACO","0.24","0.6","0.008","OddEven+ACO(0.6, 0.008)","10000000","1162.422688987","0.004146578125","92.52246129150166","0.0037455578125","98.8423140411746"
"blackscholes","OddEven","ACO","0.24","0.6","0.032","OddEven+ACO(0.6, 0.032)","10000000","1175.656184227","0.0041465796875","89.02019623854147","0.003745559375","94.98019404645001"
"blackscholes","OddEven","ACO","0.24","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","10000000","1145.51278016","0.0041465796875","88.53885336973885","0.003745559375","94.44667560502896"
"blackscholes","OddEven","ACO","0.24","0.7","0.002","OddEven+ACO(0.7, 0.002)","10000000","1203.631707065","0.0041465796875","85.63460660913682","0.003745559375","91.24231026907697"
"blackscholes","OddEven","ACO","0.24","0.7","0.008","OddEven+ACO(0.7, 0.008)","10000000","1169.751769216","0.004146578125","87.84961169036215","0.0037455578125","93.68679565001375"
"blackscholes","OddEven","ACO","0.24","0.7","0.032","OddEven+ACO(0.7, 0.032)","10000000","1210.174602366","0.0041465796875","93.16513836139801","0.003745559375","99.5549050166906"
"bodytrack","XY","Random","0.24","0.5","0.05","XY+Random","10000000","1055.177765268","0.00375171875","101.49296364166423","0.00375171875","101.49296364166423"
"bodytrack","OddEven","BufferLevel","0.24","0.5","0.05","OddEven+BufferLevel","10000000","994.854633953","0.003747971875","94.1506356354395","0.003747971875","94.1506356354395"
"bodytrack","OddEven","ACO","0.24","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","10000000","1076.551944709","0.004146578125","84.49089610786002","0.0037455578125","89.99000983248072"
"bodytrack","OddEven","ACO","0.24","0.3","0.002","OddEven+ACO(0.3, 0.002)","10000000","1131.549528443","0.0041465796875","85.49992520190774","0.003745559375","91.10585618469871"
"bodytrack","OddEven","ACO","0.24","0.3","0.008","OddEven+ACO(0.3, 0.008)","10000000","1083.274627695","0.00414658125","86.33127026330426","0.0037455609375","92.02518564684279"
