"Benchmark","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"bodytrack","XY","Random","0.23","0.5","0.05","XY+Random","1000","0.078355307","0.003359375","61.367441860465114","0.003359375","61.367441860465114"
"bodytrack","OddEven","BufferLevel","0.23","0.5","0.05","OddEven+BufferLevel","1000","0.090197961","0.003296875","57.95260663507109","0.003296875","57.95260663507109"
"bodytrack","OddEven","ACO","0.23","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.11289425","0.00415625","81.68045112781955","0.00365625","87.85470085470085"
"bodytrack","OddEven","ACO","0.23","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.135583523","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.103182349","0.00415625","81.68045112781955","0.00365625","87.85470085470085"
"bodytrack","OddEven","ACO","0.23","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.110773308","0.00415625","81.68045112781955","0.00365625","87.85470085470085"
"bodytrack","OddEven","ACO","0.23","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.186752748","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.127823155","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.097003398","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.121033975","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.110572055","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.10938956","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.097961445","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.101078914","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.190141306","0.00415625","81.68045112781955","0.00365625","87.85470085470085"
"bodytrack","OddEven","ACO","0.23","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.1430561","0.00415625","81.68045112781955","0.00365625","87.85470085470085"
"bodytrack","OddEven","ACO","0.23","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.101558682","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.116996567","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.117665001","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.103058303","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.259158874","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"bodytrack","OddEven","ACO","0.23","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","0.203235188","0.004140625","80.48679245283019","0.003640625","86.78969957081546"
"canneal","XY","Random","0.23","0.5","0.05","XY+Random","1000","0.141839423","0.003484375","67.04932735426009","0.003484375","67.04932735426009"
"canneal","OddEven","BufferLevel","0.23","0.5","0.05","OddEven+BufferLevel","1000","0.094188516","0.003484375","70.33183856502242","0.003484375","70.33183856502242"
"canneal","OddEven","ACO","0.23","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.109633954","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.111240613","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.110984537","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.129127167","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.136239635","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.103817422","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.161462647","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.15531106","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.099789778","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.133932398","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.133869383","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.145293145","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.134341602","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.111946288","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.21906479","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.104636532","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.150615549","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.207376248","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.155314555","0.004125","86.6969696969697","0.003625","93.94827586206897"
"canneal","OddEven","ACO","0.23","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","0.101174977","0.004125","86.6969696969697","0.003625","93.94827586206897"
"fluidanimate","XY","Random","0.23","0.5","0.05","XY+Random","1000","0.213621173","0.00353125","69.50442477876106","0.00353125","69.50442477876106"
"fluidanimate","OddEven","BufferLevel","0.23","0.5","0.05","OddEven+BufferLevel","1000","0.082570636","0.00315625","57.17821782178218","0.00315625","57.17821782178218"
"fluidanimate","OddEven","ACO","0.23","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.147578115","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.144127738","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.112226427","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.110297356","0.00409375","85.61832061068702","0.00359375","92.55217391304348"
"fluidanimate","OddEven","ACO","0.23","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.112324317","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.131243893","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.179031081","0.00409375","85.61832061068702","0.00359375","92.55217391304348"
"fluidanimate","OddEven","ACO","0.23","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.14093131","0.00409375","85.61832061068702","0.00359375","92.55217391304348"
"fluidanimate","OddEven","ACO","0.23","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.106057792","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.099703385","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.140803146","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.131473877","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.189537035","0.00409375","85.61832061068702","0.00359375","92.55217391304348"
"fluidanimate","OddEven","ACO","0.23","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.135120279","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.169836301","0.00409375","85.61832061068702","0.00359375","92.55217391304348"
"fluidanimate","OddEven","ACO","0.23","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.135835926","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.1667884","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.115352048","0.00409375","85.61832061068702","0.00359375","92.55217391304348"
"fluidanimate","OddEven","ACO","0.23","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.162618256","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"fluidanimate","OddEven","ACO","0.23","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","0.192577706","0.00409375","84.86641221374046","0.00359375","91.79130434782608"
"freqmine","XY","Random","0.23","0.5","0.05","XY+Random","1000","0.063820341","0.003359375","63.44651162790698","0.003359375","63.44651162790698"
"freqmine","OddEven","BufferLevel","0.23","0.5","0.05","OddEven+BufferLevel","1000","0.095039424","0.0035","64.5","0.0035","64.5"
"freqmine","OddEven","ACO","0.23","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.146480349","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.126295474","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.191376236","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.149075236","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.220866735","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.139940547","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.166172201","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.106661896","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.122978626","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.114318397","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.128113718","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.118195562","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.107615469","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.122074252","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.158658503","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.136248222","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.155474326","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.112020115","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.10994232","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"freqmine","OddEven","ACO","0.23","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","0.16766901","0.004109375","84.40304182509506","0.003609375","91.27705627705627"
"streamcluster","XY","Random","0.23","0.5","0.05","XY+Random","1000","0.074594646","0.003125","54.6","0.003125","54.6"
"streamcluster","OddEven","BufferLevel","0.23","0.5","0.05","OddEven+BufferLevel","1000","0.074682262","0.00321875","56.189320388349515","0.00321875","56.189320388349515"
"streamcluster","OddEven","ACO","0.23","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.096412261","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.095597821","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.090109677","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.107552412","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.102711759","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.091977951","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.104128044","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.085876605","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.107743406","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.115818362","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.105414075","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.117758629","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.129327488","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.102527099","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.184352601","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.089505389","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.138117863","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.099867921","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.096774025","0.004125","82.20075757575758","0.003625","88.74137931034483"
"streamcluster","OddEven","ACO","0.23","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","0.128659414","0.004125","82.20075757575758","0.003625","88.74137931034483"
"x264","XY","Random","0.23","0.5","0.05","XY+Random","1000","0.06977364","0.003484375","67.04932735426009","0.003484375","67.04932735426009"
"x264","OddEven","BufferLevel","0.23","0.5","0.05","OddEven+BufferLevel","1000","0.071031071","0.003546875","75.29955947136564","0.003546875","75.29955947136564"
"x264","OddEven","ACO","0.23","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.070121195","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.105209432","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.067420262","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.06369526","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.061964725","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.064304555","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.075540251","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.064027214","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.061807624","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.062740222","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.111377353","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.102696985","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.114874273","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.105838794","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.132589346","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.19817712","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.113031385","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.153146725","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.140900625","0.004125","86.6969696969697","0.003625","93.94827586206897"
"x264","OddEven","ACO","0.23","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","0.348968814","0.004125","86.6969696969697","0.003625","93.94827586206897"
