"Benchmark","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"Uniform","XY","Random","0.045","0.5","0.05","XY+Random","1000","0.767689037","0.043109375","38.88401594780718","0.043109375","38.88401594780718"
"Uniform","OddEven","BufferLevel","0.045","0.5","0.05","OddEven+BufferLevel","1000","0.778940968","0.042765625","39.131165509682134","0.042765625","39.131165509682134"
"Uniform","OddEven","ACO","0.045","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.799400795","0.042796875","39.35377875136911","0.042578125","39.36697247706422"
"Uniform","OddEven","ACO","0.045","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.950842284","0.04278125","39.327246165084006","0.0425625","39.339941262848754"
"Uniform","OddEven","ACO","0.045","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.825869809","0.042796875","39.224534501642935","0.042578125","39.24293577981651"
"Uniform","OddEven","ACO","0.045","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.795781127","0.04278125","39.31373265157049","0.0425625","39.333333333333336"
"Uniform","OddEven","ACO","0.045","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.725243453","0.04278125","39.304967129291455","0.0425625","39.3226872246696"
"Uniform","OddEven","ACO","0.045","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.736027764","0.042796875","39.27893391748813","0.042578125","39.29724770642202"
"Uniform","OddEven","ACO","0.045","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.879707196","0.042796875","39.299379335523916","0.042578125","39.31155963302752"
"Uniform","OddEven","ACO","0.045","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.932125519","0.042796875","39.25009127418766","0.042578125","39.27119266055046"
"Uniform","OddEven","ACO","0.045","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.865453927","0.042796875","39.25666301569916","0.042578125","39.276330275229355"
"Uniform","OddEven","ACO","0.045","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.882324888","0.042796875","39.26798101496897","0.042578125","39.28623853211009"
"Uniform","OddEven","ACO","0.045","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.831384664","0.042796875","39.26579043446513","0.042578125","39.28403669724771"
"Uniform","OddEven","ACO","0.045","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.849744892","0.042796875","39.30376049653158","0.042578125","39.32293577981651"
"Uniform","OddEven","ACO","0.045","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.67220523","0.042796875","39.26688572471705","0.042578125","39.273394495412845"
"Uniform","OddEven","ACO","0.045","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.635297591","0.042796875","39.18072289156626","0.042578125","39.19743119266055"
"Uniform","OddEven","ACO","0.045","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.783019978","0.042796875","39.280759401241326","0.042578125","39.29908256880734"
"Uniform","OddEven","ACO","0.045","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.763139173","0.042796875","39.22782037239869","0.042578125","39.24623853211009"
"Uniform","OddEven","ACO","0.045","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.651602887","0.042796875","39.309602044541805","0.042578125","39.32844036697248"
"Uniform","OddEven","ACO","0.045","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.650513407","0.042796875","39.26798101496897","0.042578125","39.28587155963303"
"Uniform","OddEven","ACO","0.045","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.700768234","0.042796875","39.31325301204819","0.042578125","39.332477064220186"
