"Benchmark","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"Uniform","XY","Random","0.03","0.5","0.05","XY+Random","1000","0.621895302","0.0284375","37.44615384615385","0.0284375","37.44615384615385"
"Uniform","OddEven","BufferLevel","0.03","0.5","0.05","OddEven+BufferLevel","1000","0.456784062","0.02821875","38.43466223698782","0.02821875","38.43466223698782"
"Uniform","OddEven","ACO","0.03","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.534663063","0.028578125","37.80207763805358","0.028203125","37.89750692520776"
"Uniform","OddEven","ACO","0.03","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.500859082","0.028578125","37.80207763805358","0.028203125","37.89750692520776"
"Uniform","OddEven","ACO","0.03","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.449944748","0.028578125","37.779661016949156","0.028203125","37.875346260387815"
"Uniform","OddEven","ACO","0.03","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.578993821","0.028578125","37.79715691634773","0.028203125","37.89252077562327"
"Uniform","OddEven","ACO","0.03","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.633529384","0.028578125","37.80043739748496","0.028203125","37.89584487534626"
"Uniform","OddEven","ACO","0.03","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.614815276","0.028578125","37.79825041006014","0.028203125","37.893628808864264"
"Uniform","OddEven","ACO","0.03","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.552267506","0.028578125","37.79496992892291","0.028203125","37.890304709141276"
"Uniform","OddEven","ACO","0.03","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.577522669","0.028578125","37.80153089119737","0.028203125","37.89695290858726"
"Uniform","OddEven","ACO","0.03","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.636041229","0.028578125","37.80207763805358","0.028203125","37.89750692520776"
"Uniform","OddEven","ACO","0.03","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.629995965","0.028578125","37.79825041006014","0.028203125","37.893628808864264"
"Uniform","OddEven","ACO","0.03","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.624961426","0.028578125","37.79989065062876","0.028203125","37.895290858725765"
"Uniform","OddEven","ACO","0.03","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.553832252","0.028578125","37.79004920721706","0.028203125","37.88531855955679"
