"Bench","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"blackscholes","XY","Random","0.22","0.5","0.05","XY+Random","10000000","861.83015473","0.0034382515625","67.44495544383251","0.0034382515625","67.44495544383251"
"blackscholes","OddEven","BufferLevel","0.22","0.5","0.05","OddEven+BufferLevel","10000000","861.173762244","0.00343959375","64.22639119808844","0.00343959375","64.22639119808844"
"blackscholes","OddEven","ACO","0.22","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","10000000","964.439409949","0.0038335","60.35242557388809","0.0034324796875","63.61250089335015"
"blackscholes","OddEven","ACO","0.22","0.3","0.002","OddEven+ACO(0.3, 0.002)","10000000","940.520424482","0.0038335015625","61.075101051951115","0.00343248125","64.41762518731895"
"blackscholes","OddEven","ACO","0.22","0.3","0.008","OddEven+ACO(0.3, 0.008)","10000000","1157.399189415","0.0038335015625","61.544425156341646","0.00343248125","64.93979346209102"
"blackscholes","OddEven","ACO","0.22","0.3","0.032","OddEven+ACO(0.3, 0.032)","10000000","966.507501546","0.0038335015625","61.504390771981065","0.00343248125","64.89563899657136"
"blackscholes","OddEven","ACO","0.22","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","10000000","1014.134321652","0.0038335","60.2647446034955","0.0034324796875","63.51505767286496"
"blackscholes","OddEven","ACO","0.22","0.4","0.002","OddEven+ACO(0.4, 0.002)","10000000","1145.98923749","0.0038335","60.89520224664145","0.0034324796875","64.21691270022993"
"blackscholes","OddEven","ACO","0.22","0.4","0.008","OddEven+ACO(0.4, 0.008)","10000000","958.705464791","0.0038335015625","61.49316327557907","0.00343248125","64.88236461597569"
"blackscholes","OddEven","ACO","0.22","0.4","0.032","OddEven+ACO(0.4, 0.032)","10000000","961.981748282","0.0038334984375","61.46933386157145","0.003432478125","64.85685314819013"
"blackscholes","OddEven","ACO","0.22","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","10000000","966.265824959","0.0038335","60.23255469870875","0.0034324796875","63.47943064120463"
"blackscholes","OddEven","ACO","0.22","0.5","0.002","OddEven+ACO(0.5, 0.002)","10000000","1014.90889866","0.0038335015625","60.750551572261166","0.00343248125","64.05640189221718"
"blackscholes","OddEven","ACO","0.22","0.5","0.008","OddEven+ACO(0.5, 0.008)","10000000","945.960642301","0.0038335015625","61.38131342877208","0.00343248125","64.75801033144755"
